analysis.submitter_id	analysis.analysis_id	analysis.input_files.file_name	analysis.input_files.file_size	associated_entities.entity_id	associated_entities.case_id	associated_entities.entity_submitter_id	tss	participant	sample	portion	plate	center
fcb5f382-f06f-4885-8ea1-c0699b408838	bc606724-450f-4d64-966d-983f5db12784	2511a151-5ff8-42dd-964c-49c5390da720_gdc_realn_rehead.bam	4683014564	e578bc5f-42e0-488e-9c6a-f017c455ef4d	567ddc8e-2b00-417d-a326-479cb02e08dd	TCGA-G4-6304-01A-11R-1928-07	G4	6304	01A	11R	1928	07
eda58f69-4a60-4072-aa1c-541a90d2d80b	7165c21f-6a89-4a04-859d-5b72e20024ce	1dbbd930-f856-4a39-8d42-92ee2edf21ee_gdc_realn_rehead.bam	9119393217	9d0e5f4b-9121-417f-bfa7-6abbfcecc2c9	57b0f89f-1b75-453e-922c-01cd4d44ca49	TCGA-CK-5914-01A-11R-1653-07	CK	5914	01A	11R	1653	07
079e4d43-d129-4ad1-b5b6-7a798f440792	5c6fdb88-3edc-47bc-b230-847b0e1880d9	1138b906-a556-42fa-94c2-8c5d585ae20d_gdc_realn_rehead.bam	9732505979	d6ef59bf-3da0-4399-842c-3067f53d2f4f	94067eb7-98b7-4975-bab1-c09e1b454a25	TCGA-D5-5541-01A-01R-1653-07	D5	5541	01A	01R	1653	07
bf9c448b-bdc9-4f74-b13a-374e6add7939	46f0f445-3c6d-44eb-9729-dc578772cdf0	21a81d61-fcff-4d63-af73-00050d7c9dcb_gdc_realn_rehead.bam	2177196516	75ce6551-1272-43bf-b8f1-b8c5cf0bf525	091e3084-04ee-4497-893c-d46226dec78f	TCGA-AA-A00U-01A-01R-A002-07	AA	A00U	01A	01R	A002	07
5ada9c2e-2b69-441d-94e0-71ef126a886f	5151a974-606c-4d6a-be6f-21b0e7b78840	2d411ec9-b6e5-4a69-a90e-1104aba8dfee_gdc_realn_rehead.bam	2479636255	5d039b16-7523-4200-b403-c665da8ff35e	aa85d9e8-caa6-422c-95ce-780e4ac2a5e4	TCGA-AA-3532-01A-01R-0821-07	AA	3532	01A	01R	0821	07
e4a20e3d-51ce-41a1-b200-0dcbfd01e674	be6e8a2a-c486-4a66-bad8-ae4cfc77f52d	0fdca1ac-479b-4689-a6f9-1745d337d468_gdc_realn_rehead.bam	11424591235	7ff4a152-f31d-43c5-bdda-3b95d6972652	92c043b6-8d53-4c1c-808a-c4be5e2926e6	TCGA-DM-A1D8-01A-11R-A155-07	DM	A1D8	01A	11R	A155	07
751f84dc-7c2d-417a-bc1f-6d5771f6f09f	30f1a640-6441-4ea9-bd8f-0b03e0092d4e	0f8facf1-341f-49ae-b52d-7bcba989191e_gdc_realn_rehead.bam	7885480002	ecf539d8-a411-43d8-8ce4-97a19c6ed6c5	26a12266-c6d8-42f9-bd4e-5093d827ac9a	TCGA-AM-5820-01A-01R-1653-07	AM	5820	01A	01R	1653	07
562e2cb3-078f-4796-b8a2-a0196713ebac	f356040d-0163-46bd-b777-4630f0196d90	729053d1-1f21-4b9f-bb85-c267a42c5862_gdc_realn_rehead.bam	5295596100	b91e601e-6aaa-4ad9-86c9-92f96bb2c6fe	1c111912-c664-42f5-9802-065b1994a2f4	TCGA-F4-6855-01A-11R-1928-07	F4	6855	01A	11R	1928	07
9c64a139-1417-4465-8472-b44182874b0a	c937ec7c-e2d5-4b4b-8257-110a6699c8f2	4b6b7ab3-46e9-488b-b487-25925eb69927_gdc_realn_rehead.bam	7726464305	de926d40-12cd-4aba-bb2e-10d2f7768f49	95a54459-3fac-42d5-8ec1-ed66d971d64d	TCGA-CA-6716-01A-11R-1839-07	CA	6716	01A	11R	1839	07
789db3c8-c5cd-428d-aaef-e3f60c40bc9a	e02cb7d2-eb35-42b7-a3b8-ef957f1c5e3c	5d52a026-aca8-4e65-b698-ef8d7d717bf0_gdc_realn_rehead.bam	5653957527	b84b00dc-8f6c-4fed-b820-62b7f38a5376	a782f174-241d-42c6-9bc4-61cc39f8b397	TCGA-D5-6927-01A-21R-1928-07	D5	6927	01A	21R	1928	07
b520edf2-42ce-4b64-8575-19e34b30f042	432f77fe-8538-4b72-ba25-9853a3673ab4	a440ef09-474c-41eb-934e-0ee06efd826c_gdc_realn_rehead.bam	6338986837	f5e7f7ed-c286-4f65-b3ea-e7cd6fab03b2	68801d41-535f-4b38-989b-ef4fe5f00039	TCGA-A6-6653-01A-11R-1774-07	A6	6653	01A	11R	1774	07
83ffbba1-e36b-4ff4-ba58-2d92c4b53654	76f6527d-4685-4df8-b236-22a6a2c4936d	bf945e32-df9a-465e-9f9a-46f48ea23dff_gdc_realn_rehead.bam	2266343654	9e6aa254-9b82-4df4-bffe-3a69f7617114	c82bbe23-0264-45a7-b1a6-82b4654108c8	TCGA-AA-3864-01A-01R-1022-07	AA	3864	01A	01R	1022	07
b9134508-ab9b-41ef-b6e3-745b85353a55	dc80309b-c48e-4a80-9b7b-ffce3a0e3ad0	9243d688-6079-400d-8286-31f9e1e5c47a_gdc_realn_rehead.bam	10828225687	7c2ff08a-754f-4e76-9c9b-3ce02248d2e6	f4a804d3-b5c4-4da5-800f-6e5757ecfa1c	TCGA-DM-A1DA-01A-11R-A155-07	DM	A1DA	01A	11R	A155	07
dade0b16-ecc3-43b3-b328-3819a8fc18c6	3f3de5d5-b5b9-4444-8214-8edb8299c587	b8fc9557-54d2-4b97-8c84-96bb1a36e8d2_gdc_realn_rehead.bam	12725204274	cada672a-6826-4fa4-8e96-73c11844bfee	c6ed47f4-358b-4f06-b5cd-cdf1d5c47b43	TCGA-F4-6704-01A-11R-1839-07	F4	6704	01A	11R	1839	07
3c6178fe-0add-4c72-96b2-a3aeda20f36d	825d0c62-0877-4ab6-bda7-79123b014537	a9639145-5122-460e-8f39-790ae2bd186a_gdc_realn_rehead.bam	2171084054	c229d778-b9e2-430e-a9b7-789174c347a2	265d7b06-65fe-42c5-ad21-e6b160e94718	TCGA-AA-3552-01A-01R-0821-07	AA	3552	01A	01R	0821	07
ce03135f-f554-4ef7-9af8-c006486516be	e87e826d-50ec-4e4d-b715-88f0d82767b6	246e92b0-4fad-4b67-bbd1-22a6cec0ccde_gdc_realn_rehead.bam	646459623	2a0775eb-9db0-4bfc-ae9f-cd6786cdf115	69fb431f-0caf-4cdd-9085-eda5b18ed15d	TCGA-AA-A02H-01A-01R-A089-07	AA	A02H	01A	01R	A089	07
146b8525-8ea4-4976-aac3-080e14a80fc0	025b090c-1e0c-4674-956c-1464509bb3cf	b51d6a59-0b4a-4863-8762-090031d36469_gdc_realn_rehead.bam	7672073127	ff72e5af-02df-4b5c-ac80-69551c78ac73	3e1886a8-2ed2-41ee-8b58-10f5321ade6f	TCGA-DM-A28K-01A-21R-A32Y-07	DM	A28K	01A	21R	A32Y	07
a3f88a5d-7169-465b-bb80-e5999590681c	53c1cbaa-48f6-4c5a-921b-9b1693164479	2c98827f-3716-4123-8cb8-11c638a6ef5f_gdc_realn_rehead.bam	7483874961	a57dad4d-e09e-4ad2-9db1-1fea79435706	c59d90a6-9cda-426d-b8ea-41f0a87033d5	TCGA-AZ-4323-01A-21R-1839-07	AZ	4323	01A	21R	1839	07
e86b6f79-cd01-4530-b315-c56e2fb0293f	88431ace-4bfe-48f7-a0a1-98f6ff64eb4b	d5bafdfb-16c9-4c18-9a43-3aa358290cbf_gdc_realn_rehead.bam	1932568516	fc06e31c-f41b-4eb4-a161-a063eda4e713	fd16b634-2e04-44a3-862d-fb03cd73c057	TCGA-AA-3556-01A-01R-0821-07	AA	3556	01A	01R	0821	07
e6bb29b7-b632-4e61-bc17-ef2e9173289b	ee1afc28-eb52-4b9c-befa-1bfdca427fb7	4618b09d-0895-4ca7-911e-de0fe3198c60_gdc_realn_rehead.bam	10684063053	df99cfd8-0e22-4c24-b8e6-038fb8a9c1b8	dd7a53ee-cb08-40c4-9935-51d1ca17e9e8	TCGA-A6-A565-01A-31R-A28H-07	A6	A565	01A	31R	A28H	07
37e498a7-b147-4c38-a3f5-ed283d57f97a	9a9e240b-5a14-4c6f-8444-803aab2c7e0a	b8fad70a-f968-424e-a211-56185a20ad3c_gdc_realn_rehead.bam	6110437584	1315e98d-1927-4702-9132-e02e56b2d2f1	9fd08502-355b-4f5a-a25c-73ec7184f6d3	TCGA-F4-6459-01A-11R-1774-07	F4	6459	01A	11R	1774	07
e5b468e1-f932-497d-8045-e75588701aac	a8686cf2-79e6-4484-b6b8-d6dfa98ed6de	76be9430-f21a-4bd3-b51a-8dc0ebf63892_gdc_realn_rehead.bam	5012741669	578f08c1-84d4-4dea-8b0d-a41a803bb7ce	cee553c8-460d-436b-b55d-8f41624816cc	TCGA-G4-6317-01A-11R-1723-07	G4	6317	01A	11R	1723	07
96f97dd0-3c7a-4a8c-a165-9ab14c9fcef6	8c322e38-55e9-48d5-acec-6bd49be04b28	e61b548c-61a1-4d60-8e7c-9b1afbe0aafa_gdc_realn_rehead.bam	2451464350	c4356a34-5215-4703-9671-d7ce0d83cf9d	5f1399ef-8100-49e7-806f-9f532e55c0ba	TCGA-AA-3520-01A-01R-0821-07	AA	3520	01A	01R	0821	07
5ccb8845-93d4-4ce2-b97a-e230f1da4611	ca3cbeac-b451-4d63-a7cf-9295b2c328cc	297a2982-fef1-42ef-96c6-cffbae41d8ea_gdc_realn_rehead.bam	2105989606	6e44c625-95e1-4bd6-b504-a5dae5423d9e	835c3e23-ac2b-4bc9-ac65-e3e81adecf77	TCGA-AA-3941-01A-01R-1022-07	AA	3941	01A	01R	1022	07
d7b9a594-2898-446b-a234-60f8ca8064a0	6234d6f2-fc47-4081-8052-94270865655f	35357ea6-a8e2-42c6-ab3b-2653babe2d67_gdc_realn_rehead.bam	7927618618	37e5e5de-8f04-4123-ab14-213e1a569f72	d3062aac-4c42-41b4-a9f3-90aa72e6fb1e	TCGA-F4-6569-01A-11R-1774-07	F4	6569	01A	11R	1774	07
a58a7a42-4dda-46cc-a9ec-4a3ca597d972	4cebc86e-1cd9-4cc3-a3a0-6f201df43779	0dce4b3b-e323-42b0-af84-1b9ac229f530_gdc_realn_rehead.bam	7294352384	bac7f8ed-938d-4827-8180-d06ce460aa61	3a8ca50f-bc9f-4250-8c8d-22893763ea46	TCGA-D5-6926-01A-11R-1928-07	D5	6926	01A	11R	1928	07
569ff63b-ea1c-4189-a5e5-8c44ee670cbe	d7d180ff-c4d1-47a5-a406-1926ff7a5de1	e2bcc744-592a-42e2-8690-876d0664a25a_gdc_realn_rehead.bam	5891505420	ee2d17da-c7dd-4240-a45f-23e52418be3a	622cc1c4-d721-4b5c-a88b-216d6368660b	TCGA-G4-6297-01A-11R-1723-07	G4	6297	01A	11R	1723	07
3254c984-f9ec-4db5-9add-94489e000a62	d936d52f-11f6-407a-a393-c875776ab829	44454480-4c41-4356-b356-6661c34416d1_gdc_realn_rehead.bam	7608670542	e1522cf2-53d1-485b-bf05-0f06194da23e	300fff5a-0f61-402d-b845-3938ba7b1294	TCGA-QG-A5YX-01A-11R-A28H-07	QG	A5YX	01A	11R	A28H	07
bbf586b3-2d8d-4a50-b5b1-7d0c75b6570d	77c222af-e46d-4f26-a4ad-fe455a39eeee	bbbc6be9-0d92-47fb-b1fa-946915b6e533_gdc_realn_rehead.bam	3256030252	1a381da2-9979-4e40-95c4-31860e32ac6c	4881a390-c4e4-48b4-ae66-140c64a87614	TCGA-A6-A5ZU-01A-11R-A28H-07	A6	A5ZU	01A	11R	A28H	07
678d7cdd-0a63-41b2-9203-fa1385494399	889e0c68-ffaa-4ec5-a746-0e41aa2dad8a	568be427-8003-4aa7-a0d9-5c1d5aa31da4_gdc_realn_rehead.bam	10794056320	fbb56fa6-5205-4a92-9154-6f1a3bc6da28	acd51808-870c-4684-a2de-aa0b058729e1	TCGA-AY-A69D-01A-11R-A37K-07	AY	A69D	01A	11R	A37K	07
de19faaa-60f9-4b3d-be28-00505d5a82e5	bf653c4c-2224-435d-8b8b-ac88dc626626	b32db811-46f0-46da-9c33-2de2839d4179_gdc_realn_rehead.bam	9633464705	1eee1136-f567-482b-b64d-a4761e615170	39b6ae01-c97b-4234-8a28-208fdf170432	TCGA-A6-6649-01A-11R-1774-07	A6	6649	01A	11R	1774	07
81a64df9-c073-4097-ba73-896396da3135	bde18ee8-b437-4ab5-9102-2b72b828866f	0d52bbb6-caec-4d5b-bea6-9b5670c3790f_gdc_realn_rehead.bam	7874979244	6dca96d6-fdfa-4f4d-91d4-f29ad13c959f	3758f4f7-ac2f-4f9d-bee2-526196f8129a	TCGA-CK-5913-01A-11R-1653-07	CK	5913	01A	11R	1653	07
966ad64a-5a6d-4219-ac8e-adbfb9a79cad	01c33849-200a-439e-83a6-e93edead4f10	7092b1ff-3a7a-4eee-acb6-d3ed1ee80c1e_gdc_realn_rehead.bam	8245282846	a07d6a16-b755-4bfb-a982-eb5906cdc0f6	92554413-9ebc-4354-8e1b-9682f3a031d9	TCGA-4N-A93T-01A-11R-A37K-07	4N	A93T	01A	11R	A37K	07
7f5a924a-ddf3-45ff-be1f-5b5909305f46	afbdad23-acf6-4c2e-bf65-be7119918bff	24d28246-0877-4b28-ab40-f1a12335db15_gdc_realn_rehead.bam	1870498626	d1bd0d22-fcf9-41c8-952b-1f99a95c2de8	0e87e5fd-d5bb-4c0d-952d-711a6abbf336	TCGA-AA-3821-01A-01R-1022-07	AA	3821	01A	01R	1022	07
adcc8dd9-0bb9-45eb-b44e-013c7167dd83	172190c1-201a-4652-98ca-1dfc485c53a5	c400d2bc-9175-4962-95aa-42171ba167d1_gdc_realn_rehead.bam	5406117515	d2580e75-3a28-443d-916e-d689f97d6962	ab9cc98a-86ae-4913-bcb2-cc3aeff8abb1	TCGA-G4-6298-01A-11R-1723-07	G4	6298	01A	11R	1723	07
6fcab48b-754f-4058-9cbf-b6d766eeda35	dd5fb17d-e68a-4fb1-af34-801be16b6a4d	b83129b3-25e0-486f-99de-c3c9e9a9d54e_gdc_realn_rehead.bam	1831444049	9a9659ea-3ac5-4bde-81eb-b57bf44c8d2c	733d8b6a-ca9d-4a69-8c9c-1f88733e8b68	TCGA-AA-3970-01A-01R-1022-07	AA	3970	01A	01R	1022	07
ff8de5e6-76c5-491a-8fac-41492723b780	8bfedc19-4c00-470a-9f92-e4d822ddf9ee	3a2fcafb-e1dd-426d-852a-c08181495de3_gdc_realn_rehead.bam	2243348651	5f664093-aa46-4016-bb6a-e45186f229eb	b107565b-7558-4745-952b-689178367e1c	TCGA-AA-3525-01A-02R-0826-07	AA	3525	01A	02R	0826	07
de592955-56f1-498c-adf6-99e382102476	7f8c4bed-e944-4d19-8707-1ca1952f5009	8d2c2504-3e2e-43eb-ac59-d52d1552f001_gdc_realn_rehead.bam	6154260114	ce5ac357-df4c-4dc3-b899-55328a21dc18	d42bc7f0-cfb2-4ece-ae47-521308635633	TCGA-CM-6167-01A-11R-1653-07	CM	6167	01A	11R	1653	07
22bc2908-b3ef-40fd-a652-b3384a79bc43	28784538-2128-432c-a3ca-edea5a17a5ef	e6892eaa-782c-4564-99d0-b5066fdc1ee3_gdc_realn_rehead.bam	2428187192	9fa69546-20fc-49d2-bac2-7db3587e0a0a	13ae9d83-a22f-451f-88bb-686051725cf3	TCGA-AA-A01P-01A-21R-A083-07	AA	A01P	01A	21R	A083	07
33188748-30a2-41f2-bf42-69da0f011e71	60bc4d0d-1a26-45ce-83c5-ccb81cacddd6	d8e1699d-7871-4f3c-94b5-424295161b1c_gdc_realn_rehead.bam	6853228841	ea40f663-3f52-4efe-98a4-7fe321aa4964	ef4bb5bf-4535-4bd1-8a74-aba920123ee2	TCGA-D5-6539-01A-11R-1723-07	D5	6539	01A	11R	1723	07
bbb89e05-7c84-4905-9a05-8315c16d26b8	1ca9fc7d-83ea-40f2-a371-ab6e5880aa57	05b11fe5-36f7-4d95-86df-d37f6cea83f1_gdc_realn_rehead.bam	2377930309	732f8856-da6b-49ed-9940-2b8af236de52	fdffda5f-72b2-4153-b7f1-d7043b7ca898	TCGA-AA-3818-01A-01R-0905-07	AA	3818	01A	01R	0905	07
6dcbab48-76ea-485d-a2f4-764c61f3b503	f996777c-8611-4f53-af65-754e1817e1ed	24e9c9aa-47a4-4038-89a5-1e0fcb3de7b7_gdc_realn_rehead.bam	1610885116	433108d3-e458-46fb-ab93-93bb84dab99c	abb0d53f-f74e-45dc-8fbb-40863016f3c6	TCGA-AA-3681-01A-01R-0905-07	AA	3681	01A	01R	0905	07
9f43c5bf-0fc1-4339-81a2-1d315d6940e7	00a014c3-e818-45e6-b11c-a14364de85ba	4498ea05-5ae0-47f8-bb99-76f80f7b9ee1_gdc_realn_rehead.bam	6140800905	a8bd3749-191b-4e70-9046-a0a2132fec94	5eed7e8a-c219-4497-a99f-bfc48faca4d8	TCGA-G4-6625-01A-21R-1774-07	G4	6625	01A	21R	1774	07
e2bdca76-7bc5-4143-a6f6-3c6642425c65	df706ec1-ea9c-4dfc-a1a9-b7d6aedb4522	a01183fb-bf69-41f3-9762-04c81c173366_gdc_realn_rehead.bam	1983951118	310820cc-fc05-45c6-8f04-a44db0828686	ddf69ed9-4c53-48b8-9f01-495bd60c3425	TCGA-AA-3514-01A-02R-0821-07	AA	3514	01A	02R	0821	07
eb2347cc-da91-4f84-a56f-ebc759d22915	4f5c1e45-d8a7-4ea8-8f99-e8d214432a07	5dd013ef-8a1e-425f-bc6e-ac1da0a9963d_gdc_realn_rehead.bam	7751609388	79f250ad-7fd9-4f38-b867-dee4c2f45072	e7af286b-3dec-4cf2-8fbd-fa64b3efdf7f	TCGA-F4-6809-01A-11R-1839-07	F4	6809	01A	11R	1839	07
09dba56f-3033-41b6-9235-7c78f88e14ed	fa0f50ac-3610-485b-af20-87f06fcb4adf	5e356f9c-4ba4-4026-acbf-ffba6878c7f7_gdc_realn_rehead.bam	2689735529	cb38e7b1-bb8f-4377-a418-f5b2e89af864	bc42fe2d-1a33-428d-a601-b1871f4c8d9b	TCGA-AA-3966-01A-01R-1113-07	AA	3966	01A	01R	1113	07
a86552ef-96e7-4cb8-9c94-157f57fc6694	133407fb-0f13-425b-bfe2-7d28282ccf61	6fb76899-c587-45b7-930c-3752659ff991_gdc_realn_rehead.bam	2030089246	a7afe8c9-e9ef-455d-b6f4-42fc9bfb3ed6	381cf7f3-cd7b-4660-8175-ff8062f7bf78	TCGA-AA-A00L-01A-01R-A002-07	AA	A00L	01A	01R	A002	07
e875ae4e-4645-4e84-b0ff-9c9a694717a9	66fe75bf-21ac-4107-b04d-e1c91cbd178e	f2b17b92-131e-46dc-b01f-04d8efec938a_gdc_realn_rehead.bam	1626469198	cb1e7865-b10c-4dcb-95db-537f3c53ffb5	cc53bf9e-5e27-4305-a08b-552120c10aa5	TCGA-AA-3950-01A-02R-1022-07	AA	3950	01A	02R	1022	07
d469975e-a3a1-487a-a549-142720e1973a	e6d7da54-251d-4a4f-a26b-abc06992fd00	b5b73b19-cf98-444b-acac-044e763e49bf_gdc_realn_rehead.bam	2288000359	1d71d88a-0007-40e9-85e5-1a4eeb0a74df	02f9668c-71e6-485f-88b1-b37dc8bdd2ab	TCGA-AA-3866-01A-01R-1022-07	AA	3866	01A	01R	1022	07
02a81bc3-4672-4d2f-808d-d27f4b63bf85	ba0ca1c0-cbc8-404f-9f62-8938f789c7d1	8f828ddc-e0b1-4bed-9c4f-53cd5163d555_gdc_realn_rehead.bam	5673433934	5fd05a9a-f767-443e-b91c-4b0d7eb81740	55697871-b9aa-4acd-8dbe-dcd5391db8f0	TCGA-CM-6674-01A-11R-1839-07	CM	6674	01A	11R	1839	07
4ea4ed16-8597-426c-9485-0fc8a8d81973	e1a88fd5-e4b0-45bf-9c72-657b1d35fc7f	dcec76da-f81b-4bc9-8c83-210fa33d420d_gdc_realn_rehead.bam	2412834725	607d699d-4971-4636-a704-950c5a9cc9a2	89a6384e-1cea-440b-9f17-d57cb0805174	TCGA-A6-2676-01A-01R-0826-07	A6	2676	01A	01R	0826	07
34a01f97-6758-45ea-930c-0b829a064944	d34bb7f6-d563-461e-96fe-bc404c7710a6	5c577d8d-cb6e-4f0c-9c7c-70bfe5eefbb0_gdc_realn_rehead.bam	2013633330	c6c4fe3a-44a1-426d-92e9-5156b1db2aa2	2dced66c-1f0d-4039-a5e5-54cca77c16e9	TCGA-AA-3548-01A-01R-1873-07	AA	3548	01A	01R	1873	07
2a2b0e0f-d54a-4902-8778-500364fcc0c5	260fdf89-5af9-4f43-9211-a3688331f4fe	c7778798-1e41-4001-bac5-2ae20c05aeaa_gdc_realn_rehead.bam	9146408146	997e6b10-68ba-4ae5-bfd1-a6d74518e0a1	5d73b382-3da3-4220-890e-2095228bbe6c	TCGA-CK-4948-01B-11R-1653-07	CK	4948	01B	11R	1653	07
a046b793-0eda-4c57-adfe-b8800ece1dab	83eddd2a-7c40-4a9a-b57c-46193c9c4e61	757f949f-6939-489d-9e71-f8d560b8c48a_gdc_realn_rehead.bam	6749014405	c4cf1805-5b53-4c99-acf4-9cf0fd813d88	19089ae0-b590-4649-9d94-a147fa506e32	TCGA-G4-6627-01A-11R-1774-07	G4	6627	01A	11R	1774	07
40bc5339-8a6d-40dd-a5f8-d5eaebb91909	b509ad70-3e17-4197-a95b-e9f1fe43f890	ac8f11e5-79c2-4ef3-a743-d20b71358b41_gdc_realn_rehead.bam	2225682534	d8def559-0b6a-439f-aa27-735443e1d12c	4f786107-3cf5-4ab3-bba4-f399dee23f0e	TCGA-AA-3844-01A-01R-1022-07	AA	3844	01A	01R	1022	07
13abc91e-fbfc-4c55-bf54-fbd134979ccc	0d0dc7ec-b1e0-422d-8edb-5b7776536a81	a9355c06-b964-4edb-a555-610c7e20ed92_gdc_realn_rehead.bam	11094981698	2349d0c9-9b3d-4ca7-a8bb-987736c4585d	dbbee8f5-d83d-4195-85cf-f89d327da0a9	TCGA-A6-5657-01A-01R-A32Z-07	A6	5657	01A	01R	A32Z	07
6d2ad70f-fc8f-4881-a08e-bfd2128d7652	bfd8f106-9b65-4645-9473-c01a18202c5b	82efc3d4-dfd0-40be-a162-4e8e0dc21cc5_gdc_realn_rehead.bam	7018848815	6fcc9bee-2d5f-4f75-9710-381d57fc883c	32b77693-18e1-4692-8488-add1940c9e7c	TCGA-AU-6004-01A-11R-1723-07	AU	6004	01A	11R	1723	07
32a115cf-570f-4ad9-a123-8e1970062f51	0ec5a651-ebf1-4b04-8929-d95f1d300c69	e8dbfbf3-5bdf-40b9-a9bf-d7b5219b0523_gdc_realn_rehead.bam	9517163304	f2bc7947-a557-4bdf-a777-71bd3a63b23d	0a94eecf-4db2-4846-8383-c83ff02e4a9f	TCGA-D5-6922-01A-11R-1928-07	D5	6922	01A	11R	1928	07
d314696b-bbb9-425a-8a3a-5d32ec57af17	45d6adb7-2db4-4f7f-9ead-e0ec15808459	d623dfa0-10ca-47a7-8e4a-5fd09b9278ca_gdc_realn_rehead.bam	7390228440	72540fd3-40fd-44bb-8114-38b71afa16d0	d9fb85c3-ade1-47bf-8159-170f81eb130f	TCGA-AA-3662-01A-01R-1723-07	AA	3662	01A	01R	1723	07
eb799eef-5506-4935-9649-c543a1d1bbd5	316b1e00-895d-4558-8ba9-40e9a063cf64	a6059222-94b4-40e8-b10f-65c9a34dd134_gdc_realn_rehead.bam	10340202503	9e8f4ed7-78c0-436a-9333-5fb281fda266	568dbda7-88b5-4330-881f-dc5d6c7ce4ae	TCGA-G4-6307-01A-11R-1723-07	G4	6307	01A	11R	1723	07
07d449a4-27ec-4f3f-a922-25fb777d37a7	c1754b18-0b16-41ae-bb7e-9fe0d4631852	904b84a0-aeea-41d0-ab15-78f3080c2265_gdc_realn_rehead.bam	12442996188	756490d4-bc0a-449b-9766-144ee2800021	65056295-8fcd-4f82-a3c9-a5acd79521fe	TCGA-A6-6648-01A-11R-1774-07	A6	6648	01A	11R	1774	07
ef4fdb47-ab17-4055-b8a5-ec3c2a4b7041	f2231c7b-c438-41e2-aa2c-5a510969aaa3	3e1ed874-0a3a-4904-8627-0b3c6c8c5e97_gdc_realn_rehead.bam	8127802574	7dab0105-975d-459f-97d3-f1462afddd4d	75c3004d-1ef4-49f9-86e0-1bb7b9553a3d	TCGA-CM-6168-01A-11R-1653-07	CM	6168	01A	11R	1653	07
36263f87-1956-499c-ac90-dee060c5bdd4	c67bf2c6-c061-468e-b3ed-3e301df11dc6	d6ab232d-aa9f-4f5f-9f54-d4640d7e3edd_gdc_realn_rehead.bam	3380195237	a61d1612-a1d5-4b92-99d2-6ed585ea497b	7ea546ce-f48a-4d9c-96b4-a0124c692870	TCGA-CM-4752-01A-01R-1410-07	CM	4752	01A	01R	1410	07
d62ce057-d970-4bb0-b929-923c7bfb9e11	9490b958-48fc-42c1-827d-5678030b3de7	8d225c49-bc80-4e37-8388-5af7a4a8389c_gdc_realn_rehead.bam	9913549845	801bb661-2677-48a6-80b9-de57224cf5ef	1b0b0533-7c4f-4edd-a75e-8b56f49d54ab	TCGA-DM-A1D0-01A-11R-A155-07	DM	A1D0	01A	11R	A155	07
20a523cd-58e9-467d-bed5-1bce2a8574f8	394bdd24-fd43-4d97-9fd8-4376e9efa7f4	300ac9b4-f371-468b-851d-22d0f6208749_gdc_realn_rehead.bam	2401305646	ae6c345c-c825-4925-b597-816f4819894e	af3a0634-4292-45bd-b948-6b6bd2d58090	TCGA-AA-A00Z-01A-01R-A002-07	AA	A00Z	01A	01R	A002	07
9e97f017-6855-4d68-bd2a-c4da3ccb1d57	eb6f2af5-c8ac-47b5-b1b5-71b7c7982194	f146a1ff-e22d-4090-8937-5d679ee89272_gdc_realn_rehead.bam	6510014558	8f8b493a-366c-4961-9586-bbc80878d91b	c8d7eb0f-2502-4277-a8ef-435b08f3c863	TCGA-CM-4743-01A-01R-1723-07	CM	4743	01A	01R	1723	07
c02d8110-3041-4a36-ac63-531216141051	b51ee878-1184-401f-827e-be3bc59ec1e6	81fac8d9-65ad-4cf8-adef-df09862c729c_gdc_realn_rehead.bam	1694392065	4f48892e-ffbe-404a-86a0-a6d5335f07a1	81f6b141-2195-4091-9cd3-dfb022663949	TCGA-AA-3930-01A-01R-1022-07	AA	3930	01A	01R	1022	07
d547863f-18eb-4c29-8265-953055c129d3	1a10e56e-dc6e-4fdc-9d53-942e5ebe4c82	cd95eba4-01f3-4161-ae8a-3d6e45c28082_gdc_realn_rehead.bam	2524820316	64b434c0-0692-4034-9561-698a4d34629d	6fa41234-9077-4d05-a295-6820f3bedf5b	TCGA-AA-A02O-01A-21R-A16W-07	AA	A02O	01A	21R	A16W	07
44e21ed0-bcc8-4978-ad68-81c35852b12b	532beb5a-c1a6-4a36-9da5-010d61ef1ca9	57a094ea-70d5-488a-b48c-053b66387bd8_gdc_realn_rehead.bam	2632442010	ba4c5bb6-117d-473e-8be9-4223e498b82a	bce5579c-08c6-48e9-853e-fac85ba8cbea	TCGA-AA-3831-01A-01R-0905-07	AA	3831	01A	01R	0905	07
51e55e7a-5fef-4451-af1b-49ed4ced9ac7	f342fadc-f68d-4f24-a33e-3004498e38fa	39c52a1e-5729-4a97-8aa4-afb25beeb14f_gdc_realn_rehead.bam	2736843901	bcb942c5-e4d6-4e27-898c-90d1b8b3f19a	e8841edf-e070-425b-b4d4-bbb2115f9dbd	TCGA-AA-3973-01A-01R-1022-07	AA	3973	01A	01R	1022	07
1f5ff5c6-64a8-4214-b304-634aae40202a	72c47457-0092-4e9f-a678-a279df23d0f6	41767d00-92d0-4170-9a44-5269f52da24d_gdc_realn_rehead.bam	9314141434	cbf0b795-ee73-4508-b82d-aab2b21a4f0e	cc15469c-7bad-4e86-9da3-ae0c72e9d380	TCGA-CM-4744-01A-01R-A32Z-07	CM	4744	01A	01R	A32Z	07
